year,title,artist,winner,nominee,workers,category,updated_at,published_at,artist_list
2017,60th annual grammy awards 2017,,1,death the maiden,patricia kopatchinskaja conductorsoloist the saint paul chamber orchestra blanton alspaugh producer john newton engineer mark donahue engineermixer,Best Chamber Musicsmall Ensemble Performance,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,transcendental,daniil trifonov sid mclauchlan producer marcus herzog engineer,Best Classical Instrumental Solo,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,crazy girl crazy,barbara hannigan soloist guido tichelman producer bastiaan kuijt engineer ludwig orchestra,Best Classical Solo Vocal Album,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,higdon all things majestic viola concerto oboe concerto,giancarlo guerrero conductor tim handley producer gary call engineer,Best Classical Compendium,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,,1,viola concerto,jennifer higdon composer roberto diaz giancarlo guerrero nashville symphony,Best Contemporary Classical Composition,2019-09-10 01:06:11,2018-05-22 03:08:24,[]
2017,60th annual grammy awards 2017,kendrick lamar,1,humble,dave meyers the little homies video directors jason baum dave free jamie rabineau nathan k scherrer anthony tiffith video producers,Best Music Video,2019-09-10 01:06:11,2018-05-22 03:08:24,['kendrick lamar']
2017,60th annual grammy awards 2017,various artists,1,the defiant ones,allen hughes video director sarah anthony fritzi horstman broderick johnson gene kirkwood andrew kosove laura lancaster michael lombardo jerry longarzo doug pray steven williams video producers,Best Music Film,2019-09-10 01:06:11,2018-05-22 03:08:24,['various artists']
2016,59th annual grammy awards 2016,adele,1,hello,greg kurstin producer julian burg tom elmhirst emile haynie greg kurstin liam nolan alex pasco joe visciano engineersmixers tom coyne randy merrill mastering engineers,Record Of The Year,2019-09-10 01:06:11,2017-11-28 00:03:45,['adele']
2016,59th annual grammy awards 2016,adele,1,25,danger mouse samuel dixon paul epworth greg kurstin max martin ariel rechtshaid shellback ryan tedder the smeezingtons christopher brody brown philip lawrence bruno mars producers julian burg austen jux chandler cameron craig samuel dixon tom elmhirst declan gaffney serban ghenea john hanes emile haynie jan holzner michael ilbert chris kasych greg kurstin charles moniz liam nolan alex pasco mike piersante ariel rechtshaid rich rich dave schiffman joe visciano matt wiggins engineersmixers tom coyne randy merrill mastering engineers,Album Of The Year,2019-09-10 01:06:11,2017-11-28 00:03:45,['adele']
2016,59th annual grammy awards 2016,adele,1,hello,adele adkins greg kurstin songwriters adele,Song Of The Year,2019-09-10 01:06:11,2017-11-28 00:03:45,['adele']
2016,59th annual grammy awards 2016,chance the rapper,1,chance the rapper,,Best New Artist,2019-09-10 01:06:11,2017-11-28 00:03:45,['chance the rapper']
2016,59th annual grammy awards 2016,adele,1,hello,greg kurstin producer julian burg tom elmhirst emile haynie greg kurstin liam nolan alex pasco joe visciano engineersmixers tom coyne randy merrill mastering engineers,Best Pop Solo Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,['adele']
2016,59th annual grammy awards 2016,twenty one pilots,1,stressed out,,Best Pop Solo Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,['twenty one pilots']
2016,59th annual grammy awards 2016,willie nelson,1,summertime willie nelson sings gershwin,buddy cannon matt rollings producers ed cherney engineermixer,Best Traditional Pop Vocal Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['willie nelson']
2016,59th annual grammy awards 2016,adele,1,25,tom elmhirst engineermixer,Best Pop Vocal Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['adele']
2016,59th annual grammy awards 2016,the chainsmokers featuring daya,1,don't let me down,the chainsmokers alex pall andrew taggart producers jordan young mixer,Best Dance Recording,2019-09-10 01:06:11,2017-11-28 00:03:45,"['daya', 'featuring', 'the chainsmokers']"
2016,59th annual grammy awards 2016,flume,1,skin,flume producer eric j dubowsky flume engineersmixers,Best Danceelectronic Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['flume']
2016,59th annual grammy awards 2016,snarky puppy,1,culcha vulcha,nic hard engineermixer,Best Contemporary Instrumental Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['snarky puppy']
2016,59th annual grammy awards 2016,david bowie,1,blackstar,david bowie tony visconti producers tom elmhirst kevin killen engineersmixers,Best Rock Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,['david bowie']
2016,59th annual grammy awards 2016,megadeth,1,dystopia,,Best Metal Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,['megadeth']
2016,59th annual grammy awards 2016,david bowie,1,blackstar,david bowie songwriter david bowie,Best Rock Song,2019-09-10 01:06:11,2017-11-28 00:03:45,['david bowie']
2016,59th annual grammy awards 2016,cage the elephant,1,tell me i'm pretty,dan auerbach producer collin dupuis tom elmhirst engineersmixers,Best Rock Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['cage the elephant']
2016,59th annual grammy awards 2016,david bowie,1,blackstar,david bowie tony visconti producers tom elmhirst kevin killen engineersmixers,Best Alternative Music Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['david bowie']
2016,59th annual grammy awards 2016,solange,1,cranes in the sky,,Best Rock Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,['solange']
2016,59th annual grammy awards 2016,lalah hathaway,1,angel,lalah hathaway producer anthony jeffries coobie lewis brian vibberts engineersmixers,Best Traditional Rb Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,['lalah hathaway']
2016,59th annual grammy awards 2016,lake by the ocean,1,lake by the ocean,hod david musze songwriters maxwell,Best Rb Song,2019-09-10 01:06:11,2017-11-28 00:03:45,['lake by the ocean']
2016,59th annual grammy awards 2016,beyonce,1,lemonade,beyonce producer stuart white engineermixer,Best Urban Contemporary Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['beyonce']
2016,59th annual grammy awards 2016,lalah hathaway,1,lalah hathaway live,lalah hathaway producer anthony jeffries coobie lewis brian vibberts engineersmixers,Best Rock Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['lalah hathaway']
2016,59th annual grammy awards 2016,chance the rapper featuring lil wayne 2 chainz,1,no problem,,Best Rb Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,"['chance the rapper', 'featuring', 'lil wayne  chainz']"
2016,59th annual grammy awards 2016,drake,1,hotline bling,noah 40 shebib producer noel gadget campbell noah 40 shebib engineersmixers,Best Rap Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,['drake']
2016,59th annual grammy awards 2016,drake,1,hotline bling,aubrey graham paul jefferies songwriters drake,Best Rb Song,2019-09-10 01:06:11,2017-11-28 00:03:45,['drake']
2016,59th annual grammy awards 2016,chance the rapper,1,coloring book,jeff lane engineermixer,Best Rb Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['chance the rapper']
2016,59th annual grammy awards 2016,maren morris,1,my church,,Best Pop Solo Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,['maren morris']
2016,59th annual grammy awards 2016,pentatonix featuring dolly parton,1,jolene,,Best Country Solo Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,"['dolly parton', 'featuring', 'pentatonix']"
2016,59th annual grammy awards 2016,humble and kind,1,humble and kind,lori mckenna songwriter tim mcgraw,Best Country Song,2019-09-10 01:06:11,2017-11-28 00:03:45,['humble and kind']
2016,59th annual grammy awards 2016,sturgill simpson,1,a sailor's guide to earth,sturgill simpson producer david ferguson sean sullivan engineersmixers,Best Country Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['sturgill simpson']
2016,59th annual grammy awards 2016,white sun,1,white sun ii,,Best New Age Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['white sun']
2016,59th annual grammy awards 2016,,1,i'm so lonesome i could cry,john scofield soloist,Best Improvised Jazz Solo,2019-09-10 01:06:11,2017-11-28 00:03:45,[]
2016,59th annual grammy awards 2016,gregory porter,1,take me to the alley,kamau kenyatta gregory porter producers jay newland charlie paakkari engineersmixers,Best Jazz Vocal Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['gregory porter']
2016,59th annual grammy awards 2016,john scofield,1,country for old men,john scofield producer jay newland engineermixer,Best Jazz Instrumental Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['john scofield']
2016,59th annual grammy awards 2016,ted nash big band,1,presidential suite eight variations on freedom,douglas brinkley herschel garfein kabir sehgal producers rob macomber engineermixer,Best Large Jazz Ensemble Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['ted nash big band']
2016,59th annual grammy awards 2016,chucho valdes,1,tribute to irakere live in marciac,chucho valdes producer orestes aguila engineermixer,Best Latin Jazz Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['chucho valdes']
2016,59th annual grammy awards 2016,god provides,1,god provides,tamela mann kirk franklin songwriter,Best Gospel Performancesong,2019-09-10 01:06:11,2017-11-28 00:03:45,['god provides']
2016,59th annual grammy awards 2016,thy will,1,thy will,hillary scott the scott family bernie herms hillary scott emily weisband songwriters,Best Contemporary Christian Music Performancesong,2019-09-10 01:06:11,2017-11-28 00:03:45,['thy will']
2016,59th annual grammy awards 2016,kirk franklin,1,losing my religion,kirk franklin ronald hill shaun martin max stark producers rob chiarelli tre nagella engineersmixers,Best Gospel Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['kirk franklin']
2016,59th annual grammy awards 2016,hillary scott the scott family,1,love remains,ricky skaggs producer richie biggs engineermixer,Best Contemporary Christian Music Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['hillary scott the scott family']
2016,59th annual grammy awards 2016,joeyrory,1,hymns,joe west producer joshua craig jim deblanc james ennis daniel grace rob lane joe west engineersmixers,Best Roots Gospel Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['joeyrory']
2016,59th annual grammy awards 2016,jesse joy,1,un besito mas,eduardo de la paz canel engineermixer,Best Latin Pop Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['jesse joy']
2016,59th annual grammy awards 2016,ile,1,ilevitable,ismael cancel ile producers noah georgeson ramon martinez harold wendell sanders carlos velazquez engineersmixers,Best Latin Rock Urban Or Alternative Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['ile']
2016,59th annual grammy awards 2016,vicente fernandez,1,un azteca en el azteca vol 1 en vivo,gustavo borner javier ramirez producers gustavo borner javier ramirez engineersmixers,Best Regional Mexican Music Album Including Tejano,2019-09-10 01:06:11,2017-11-28 00:03:45,['vicente fernandez']
2016,59th annual grammy awards 2016,jose lugo guasabara combo,1,donde estan,gilberto a cadenas producer manuel calero josema lugo ronnie torres engineersmixers,Best Tropical Latin Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['jose lugo guasabara combo']
2016,59th annual grammy awards 2016,sarah jarosz,1,house of mercy,sarah jarosz gary paczosa producers shani gandhi gary paczosa engineersmixers,Best American Roots Performance,2019-09-10 01:06:11,2017-11-28 00:03:45,['sarah jarosz']
2016,59th annual grammy awards 2016,kid sister,1,kid sister,vince gill songwriter the time jumpers,Best American Roots Song,2019-09-10 01:06:11,2017-11-28 00:03:45,['kid sister']
2016,59th annual grammy awards 2016,william bell,1,this is where i live,john leventhal producer rick depofi john leventhal engineersmixers,Best Americana Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['william bell']
2016,59th annual grammy awards 2016,o'connor band with mark o'connor,1,coming home,gregg field producer neal cappellino gregg field engineersmixers,Best Bluegrass Album,2019-09-10 01:06:11,2017-11-28 00:03:45,"['mark oconnor', 'oconnor band', 'with']"
2016,59th annual grammy awards 2016,bobby rush,1,porcupine meat,scott billington producer steve reynolds engineermixer,Best Traditional Blues Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['bobby rush']
2016,59th annual grammy awards 2016,fantastic negrito,1,the last days of oakland,fantastic negrito producer migui maloles jabari tawiah matt winegar engineersmixers,Best Contemporary Blues Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['fantastic negrito']
2016,59th annual grammy awards 2016,sarah jarosz,1,undercurrent,sarah jarosz gary paczosa producers shani gandhi gary paczosa engineersmixers,Best Rock Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['sarah jarosz']
2016,59th annual grammy awards 2016,kalani pe'a,1,e walea,allan b cool kamakoa lindsey-asing dave tucciarone producers kamakoa lindsey-asing dave tucciarone engineersmixers,Best Regional Roots Music Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['kalani pea']
2016,59th annual grammy awards 2016,ziggy marley,1,ziggy marley,ziggy marley producer carlos de la garza engineermixer,Best Reggae Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['ziggy marley']
2016,59th annual grammy awards 2016,yo-yo ma the silk road ensemble,1,sing me home,kevin killen producer jody elff kevin killen engineersmixers,Best World Music Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['yoyo ma the silk road ensemble']
2016,59th annual grammy awards 2016,secret agent 23 skidoo,1,infinity plus one,secret agent 23 skidoo producer julian dreyer spencer williams engineersmixers,Best Children'S Music Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['secret agent  skidoo']
2016,59th annual grammy awards 2016,carol burnett,1,in such good company eleven years of laughter mayhem and fun in the sandbox,aaron blank producer dominic camardella engineermixer,Best Spoken Word Album Includes Poetry Audio Books Storytelling,2019-09-10 01:06:11,2017-11-28 00:03:45,['carol burnett']
2016,59th annual grammy awards 2016,patton oswalt,1,talking for clapping,matt belknap ryan mcmanemin producers,Best Comedy Album,2019-09-10 01:06:11,2017-11-28 00:03:45,['patton oswalt']
2016,59th annual grammy awards 2016,,1,the color purple,danielle brooks cynthia erivo jennifer hudson principal soloists stephen bray van dean frank filipetti roy furman joan raffe scott sanders jhett tolentino producers frank filipetti engineermixer new broadway cast,Best Musical Theater Album,2019-09-10 01:06:11,2017-11-28 00:03:45,[]
2016,59th annual grammy awards 2016,miles davis various artists,1,miles ahead,steve berkowitz don cheadle robert glasper compilation producers ed gerrard music supervisor,Best Compilation Soundtrack For Visual Media,2019-09-10 01:06:11,2017-11-28 00:03:45,['miles davis various artists']
